Section Name,Section Abbreviation,Date,Name,Position,Ad1,Ad2,Ad3,Ad4,Ad5,Ad6
INTEGRATIVE MYOCARDIAL PHYSIOLOGY/PATHOPHYSIOLOGY A STUDY SECTION,MPPA,2/22/2023,"QYANG, YIBING,  PHD*",ASSOCIATE PROFESSOR AND DIRECTOR,SECTION OF CARDIOVASCULAR MEDICINE,YALE STEM CELL CENTER,YALE SCHOOL OF MEDICINE,"NEW HAVEN, CT, 06511",,
INTEGRATIVE MYOCARDIAL PHYSIOLOGY/PATHOPHYSIOLOGY A STUDY SECTION,MPPA,6/21/2023,"QYANG, YIBING,  PHD*",ASSOCIATE PROFESSOR AND DIRECTOR,SECTION OF CARDIOVASCULAR MEDICINE,YALE STEM CELL CENTER,YALE SCHOOL OF MEDICINE,"NEW HAVEN, CT, 06511",,
HEALTHCARE AND HEALTH DISPARITIES STUDY SECTION,HHD,3/9/2023,"MORRIS, ARDENMARIE,  MD,  MPH*",PROFESSOR AND VICE CHAIR OF CLINICAL RESEARCH,SECTION OF COLORECTAL SURGERY,DEPARTMENT OF SURGERY,SCHOOL OF MEDICINE,STANFORD UNIVERSITY,"STANFORD, CA, 94305",
HEPATOBILIARY PATHOPHYSIOLOGY STUDY SECTION,HBPP,2/23/2023,"IWAKIRI, YASUKO,  PHD",PROFESSOR,SECTION OF DIGESTIVE DISEASES,DEPARTMENT OF INTERNAL MEDICINE,SCHOOL OF MEDICINE,YALE UNIVERSITY,"NEW HAVEN, CT, 06519",
HEPATOBILIARY PATHOPHYSIOLOGY STUDY SECTION,HBPP,6/29/2023,"IWAKIRI, YASUKO,  PHD",PROFESSOR,SECTION OF DIGESTIVE DISEASES,DEPARTMENT OF INTERNAL MEDICINE,SCHOOL OF MEDICINE,YALE UNIVERSITY,"NEW HAVEN, CT, 06519",
HEPATOBILIARY PATHOPHYSIOLOGY STUDY SECTION,HBPP,10/27/2022,"IWAKIRI, YASUKO,  PHD",PROFESSOR,SECTION OF DIGESTIVE DISEASES,DEPARTMENT OF INTERNAL MEDICINE,SCHOOL OF MEDICINE,YALE UNIVERSITY,"NEW HAVEN, CT, 06519",
HEALTHCARE AND HEALTH DISPARITIES STUDY SECTION,HHD,6/22/2023,"SAUNDERS, MILDAR.,  AB,  MPH,  MD*",ASSISTANT PROFESSOR,SECTION OF GENERAL INTERNAL MEDICINE,MACLEAN CENTER FOR CLINICAL MEDICAL ETHICS,LIVING DONOR ADVOCATE PHYSICIAN,THE UNIVERSITY OF CHICAGO,"CHICAGO, IL, 60637",
AGING SYSTEMS AND GERIATRICS STUDY SECTION,ASG,10/13/2022,"SAUNDERS, MILDARENNE,  AB,  MPH,  MD*",ASSISTANT PROFESSOR,SECTION OF GENERAL INTERNAL MEDICINE,THE UNIVERSITY OF CHICAGO,"CHICAGO, IL, 60637",,,
MOLECULAR CANCER DIAGNOSIS AND CLASSIFICATION STUDY SECTION,MCDC,2/27/2023,"APPLEBAUM, MARKANDREW,  MD*",ASSISTANT PROFESSOR OF PEDIATRICS,SECTION OF HEMATOLOGY/ONCOLOGY,DEPARTMENT OF PEDIATRICS,UNIVERSITY OF CHICAGO,"CHICAGO, IL, 60637",,
MOLECULAR CANCER DIAGNOSIS AND CLASSIFICATION STUDY SECTION,MCDC,11/7/2022,"APPLEBAUM, MARKANDREW,  MD",ASSISTANT PROFESSOR OF PEDIATRICS,SECTION OF HEMATOLOGY/ONCOLOGY,DEPARTMENT OF PEDIATRICS,UNIVERSITY OF CHICAGO,"CHICAGO, IL, 60637",,
BIOCHEMICAL AND CELLULAR ONCOGENESIS STUDY SECTION,BCO,2/27/2023,"QIAN, ZHIJIAN,  PHD*",PROFESSOR,SECTION OF HEMATOLOGY/ONOCLOGY,DEPARTMENT OF MEDICINE,UNIVERSITY OF FLORIDA,"GAINESVILLE, FL, 32610",,
ENVIRONMENTAL DETERMINANTS OF DISEASE STUDY SECTION (EDD),EDD,2/9/2023,"VITIELLO, PETER,  PHD",ASSOCIATE PROFESSOR,SECTION OF NEONATAL-PERINATAL MEDICINE,DEPARTMENT OF PEDIATRICS,UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER,"OKLAHOMA CITY, OK, 73104",,
ENVIRONMENTAL DETERMINANTS OF DISEASE STUDY SECTION (EDD),EDD,6/8/2023,"VITIELLO, PETER,  PHD",ASSOCIATE PROFESSOR,SECTION OF NEONATAL-PERINATAL MEDICINE,DEPARTMENT OF PEDIATRICS,UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER,"OKLAHOMA CITY, OK, 73104",,
"DIGESTIVE SYSTEM HOST DEFENSE, MICROBIAL INTERACTIONS AND IMMUNE AND INFLAMMATORY DISEASE STUDY SECTION",DHMI,3/2/2023,"CLAUD, ERIKAC,  MD",PROFESSOR,SECTION OF NEONATOLOGY AND GASTROENTEROLOGY,DEPARTMENTS OF PEDIATRICS AND MEDICINE,UNIVERSITY OF CHICAGO,"CHICAGO, IL, 60637",,
"DIGESTIVE SYSTEM HOST DEFENSE, MICROBIAL INTERACTIONS AND IMMUNE AND INFLAMMATORY DISEASE STUDY SECTION",DHMI,10/27/2022,"CLAUD, ERIKAC,  MD",PROFESSOR,SECTION OF NEONATOLOGY AND GASTROENTEROLOGY,DEPARTMENTS OF PEDIATRICS AND MEDICINE,UNIVERSITY OF CHICAGO,"CHICAGO, IL, 60637",,
DRUG DISCOVERY AND MOLECULAR PHARMACOLOGY B STUDY SECTION,DMPB,2/16/2023,"ISHIBE, SHUTA,  MD*",ASSOCIATE PROFESSOR,SECTION OF NEPHROLOGY,DEPARTMENT OF INTERNAL MEDICINE,YALE UNIVERSITY,"NEW HAVEN, CT, 06520",,
KIDNEY AND UROLOGICAL SYSTEMS FUNCTION AND DYSFUNCTION STUDY SECTION,KUFD,2/16/2023,"HOOVER, ROBERTS,  MD",PROFESSOR AND CHIEF,SECTION OF NEPHROLOGY AND HYPERTENSION,DEPARTMENT OF MEDICINE,TULANE UNIVERSITY SCHOOL OF MEDICINE,"NEW ORLEANS, LA, 70112",,
KIDNEY AND UROLOGICAL SYSTEMS FUNCTION AND DYSFUNCTION STUDY SECTION,KUFD,10/13/2022,"HOOVER, ROBERTS,  MD",PROFESSOR AND CHIEF,SECTION OF NEPHROLOGY AND HYPERTENSION,DEPARTMENT OF MEDICINE,TULANE UNIVERSITY SCHOOL OF MEDICINE,"NEW ORLEANS, LA, 70112",,
BIOBEHAVIORAL MEDICINE AND HEALTH OUTCOMES STUDY SECTION,BMHO,2/6/2023,"SCHENKER, YAEL,  MD",PROFESSOR,SECTION OF PALLIATIVE CARE AND MEDICAL ETHICS,DIVISION OF GENERAL INTERNAL MEDICINE,UNIVERSITY OF PITTSBURGH,"PITTSBURGH, PA, 15213",,
BIOBEHAVIORAL MEDICINE AND HEALTH OUTCOMES STUDY SECTION,BMHO,6/5/2023,"SCHENKER, YAEL,  MD",PROFESSOR,SECTION OF PALLIATIVE CARE AND MEDICAL ETHICS,DIVISION OF GENERAL INTERNAL MEDICINE,UNIVERSITY OF PITTSBURGH,"PITTSBURGH, PA, 15213",,
BIOBEHAVIORAL MEDICINE AND HEALTH OUTCOMES STUDY SECTION,BMHO,10/3/2022,"SCHENKER, YAEL,  MD",PROFESSOR,SECTION OF PALLIATIVE CARE AND MEDICAL ETHICS,DIVISION OF GENERAL INTERNAL MEDICINE,UNIVERSITY OF PITTSBURGH,"PITTSBURGH, PA, 15213",,
"ORAL, DENTAL AND CRANIOFACIAL SCIENCES STUDY SECTION",ODCS,3/2/2023,"TRAN, NINICHAICHANASAKUL,  DDS,  PHD*",ASSISTANT PROFESSOR,SECTION OF PEDIATRIC DENTISTRY,SCHOOL OF DENTISTRY,"UNIVERSITY OF CALIFORNIA,  LOS ANGELES","LOS ANGELES, CA, 90095",,
HEPATOBILIARY PATHOPHYSIOLOGY STUDY SECTION,HBPP,2/23/2023,"SHNEIDER, BENJAMINL,  MD*",PROFESSOR,"SECTION OF PEDIATRIC GASTROENTEROLOGY, ",HEPATOLOGY AND NUTRITION,BAYLOR COLLEGE OF MEDICINE,"HOUSTON, TX, 77030",,
DIGESTIVE AND NUTRIENT PHYSIOLOGY AND DISEASES STUDY SECTION,DNPD,2/16/2023,"MISHRA, ANIL,  PHD*","PROFESSOR,  ENDOWED CHAIR AND DIRECTOR",SECTION OF PULMONARY DISEASES,DEPARTMENT OF MEDICINE,TULANE EOSINOPHILIC DISORDER CENTER,TULANE UNIVERSITY,"NEW ORLEANS, LA, 70112",
"LUNG INJURY, REPAIR, AND REMODELING STUDY SECTION",LIRR,2/16/2023,"TSOYI, KONSTANTIN,  PHD*",ASSISTANT PROFESSOR,"SECTION OF PULMONARY,  CRITICAL CARE AND",SLEEP MEDICINE,DEPARTMENT OF MEDICINE,BAYLOR COLLEGE OF MEDICINE,"HOUSTON, TX, 77030",
"NEUROLOGICAL, MENTAL AND BEHAVIORAL HEALTH STUDY SECTION",NMBH,2/27/2023,"PALAKSHAPPA, JESSICAA,  MD*",ASSISTANT PROFESSOR,"SECTION OF PULMONARY,  CRITICAL CARE,  ALLERGY,  AND",IMMUNOLOGIC DISEASES,WAKE FOREST UNIVERSITY SCHOOL OF MEDICINE,"WINSTON-SALEM, NC, 27157",,
TRANSMISSION OF VECTOR-BORNE AND ZOONOTIC DISEASES STUDY SECTION,TVZ,6/12/2023,"LOPEZ, JOBE,  PHD",ASSOCIATE PROFESSOR,SECTION OF TROPICAL MEDICINE,DEPARTMENT OF PEDIATRICS,BAYLOR COLLEGE OF MEDICINE,"HOUSTON, TX, 77030",,
SCIENCE OF IMPLEMENTATION IN HEALTH AND HEALTHCARE STUDY SECTION,SIHH,2/16/2023,"SKOLARUS, TEDA,  MD",PROFESSOR,SECTION OF UROLOGY,DEPARTMENT OF SURGERY,UNIVERSITY OF CHICAGO,"CHICAGO, IL, 60637",,
SCIENCE OF IMPLEMENTATION IN HEALTH AND HEALTHCARE STUDY SECTION,SIHH,6/14/2023,"SKOLARUS, TEDA,  MD",PROFESSOR,SECTION OF UROLOGY,DEPARTMENT OF SURGERY,UNIVERSITY OF CHICAGO,"CHICAGO, IL, 60637",,
SCIENCE OF IMPLEMENTATION IN HEALTH AND HEALTHCARE STUDY SECTION,SIHH,10/18/2022,"SKOLARUS, TEDA,  MD",PROFESSOR,SECTION OF UROLOGY,DEPARTMENT OF SURGERY,UNIVERSITY OF CHICAGO,"CHICAGO, IL, 60637",,
"HEMOSTASIS, THROMBOSIS, BLOOD CELLS AND TRANSFUSION STUDY SECTION",HTBT,2/16/2023,"MYERS, DANIELDURANT,  DVM",PROFESSOR,SECTION OF VASCULAR SURGERY,DEPARTMENT OF SURGERY,MICHIGAN MEDICINE,UNIVERSITY OF MICHIGAN,"ANN ARBOR, MI, 48109",
"HEMOSTASIS, THROMBOSIS, BLOOD CELLS AND TRANSFUSION STUDY SECTION",HTBT,6/13/2023,"MYERS, DANIELDURANT,  DVM",PROFESSOR,SECTION OF VASCULAR SURGERY,DEPARTMENT OF SURGERY,MICHIGAN MEDICINE,UNIVERSITY OF MICHIGAN,"ANN ARBOR, MI, 48109",
"HEMOSTASIS, THROMBOSIS, BLOOD CELLS AND TRANSFUSION STUDY SECTION",HTBT,10/18/2022,"MYERS, DANIELDURANT,  DVM",PROFESSOR,SECTION OF VASCULAR SURGERY,DEPARTMENT OF SURGERY,MICHIGAN MEDICINE,UNIVERSITY OF MICHIGAN,"ANN ARBOR, MI, 48109",
PREGNANCY AND NEONATOLOGY STUDY SECTION,PN,6/22/2023,"LOEKEN, MARYR,  PHD*",ASSOCIATE PROFESSOR,SECTION ON ISLET CELL AND REGENERATIVE BIOLOGY,JOSLIN DIABETES CENTER,HARVARD MEDICAL SCHOOL,"BOSTON, MA, 02215",,
AUDITORY SYSTEM STUDY SECTION,AUD,6/1/2023,"KACHAR, BECHARA,  MD*",SECTION CHIEF,SECTION ON STRUCTURAL CELL BIOLOGY,NATIONAL INSTITUTE ON DEAFNESS AND,OTHER COMMUNICATION DISORDERS,NATIONAL INSTITUTES OF HEALTH,"BETHESDA, MD, 20892",
"LEARNING, MEMORY AND DECISION NEUROSCIENCE STUDY SECTION",LMDN,2/23/2023,"LI, ZHENG,  PHD",PRINCIPAL INVESTIGATOR,SECTION ON SYNAPSE DEVELOPMENT PLASTICITY,NATIONAL INSTITUTE OF MENTAL HEALTH,NATIONAL INSTITUTES OF HEALTH,"BETHESDA, MD, 20814",,
"LEARNING, MEMORY AND DECISION NEUROSCIENCE STUDY SECTION",LMDN,6/15/2023,"LI, ZHENG,  PHD",PRINCIPAL INVESTIGATOR,SECTION ON SYNAPSE DEVELOPMENT PLASTICITY,NATIONAL INSTITUTE OF MENTAL HEALTH,NATIONAL INSTITUTES OF HEALTH,"BETHESDA, MD, 20814",,
"LEARNING, MEMORY AND DECISION NEUROSCIENCE STUDY SECTION",LMDN,10/20/2022,"LI, ZHENG,  PHD",PRINCIPAL INVESTIGATOR,SECTION ON SYNAPSE DEVELOPMENT PLASTICITY,NATIONAL INSTITUTE OF MENTAL HEALTH,NATIONAL INSTITUTES OF HEALTH,"BETHESDA, MD, 20814",,
NEUROSCIENCE OF INTEROCEPTION AND CHEMOSENSATION STUDY SECTION,NIC,2/23/2023,"JOSEPH, PAULEV,  PHD",CLINICAL INVESTIGATOR,SENSORY SCIENCE AND METABOLISM UNIT,NATIONAL INSTITUTE ON ALCOHOL ABUSE AND ALCOHOLISM,NATIONAL INSTITUTES OF HEALTH,"BETHESDA, MD, 20892",,
NEUROSCIENCE OF INTEROCEPTION AND CHEMOSENSATION STUDY SECTION,NIC,6/15/2023,"JOSEPH, PAULEV,  PHD",CLINICAL INVESTIGATOR,SENSORY SCIENCE AND METABOLISM UNIT,NATIONAL INSTITUTE ON ALCOHOL ABUSE AND ALCOHOLISM,NATIONAL INSTITUTES OF HEALTH,"BETHESDA, MD, 20892",,
NEUROSCIENCE OF INTEROCEPTION AND CHEMOSENSATION STUDY SECTION,NIC,10/28/2022,"JOSEPH, PAULEV,  PHD",CLINICAL INVESTIGATOR,SENSORY SCIENCE AND METABOLISM UNIT,NATIONAL INSTITUTE ON ALCOHOL ABUSE AND ALCOHOLISM,NATIONAL INSTITUTES OF HEALTH,"BETHESDA, MD, 20892",,
VIRAL PATHOGENESIS AND IMMUNITY STUDY SECTION,VPI,6/14/2023,"BLANCO, JORGEC,  PHD*",PRESIDENT AND SCIENTIFIC DIRECTOR,SIGMOVIR BIOSYSTEMS INCORPORATED,"ROCKVILLE , MD, 20850",,,,
ORGANIZATION AND DELIVERY OF HEALTH SERVICES STUDY SECTION,ODHS,6/22/2023,"VOGELSMEIER, AMYANN,  PHD*",ASSOCIATE PROFESSOR,SINCLAIR SCHOOL OF NURSING,UNIVERSITY OF MISSOURI,"COLUMBIA, MO, 65211",,,
HEALTHCARE AND HEALTH DISPARITIES STUDY SECTION,HHD,6/22/2023,"SALES, ANNEE.,  RN,  PHD,  MSN*",PROFESSOR,SINCLAIR SCHOOL OF NURSING,UNIVERSITY OF MISSOURI,"COLUMBIA, MO, 65211",,,
CANCER ETIOLOGY STUDY SECTION,CE,6/21/2022,"ZEVALLOS, JOSEP,  MD*",ASSOCIATE PROFESSOR,SITEMAN CANCER CENTER,WASHINGTON UNIVERSITY,"ST. LOUIS, MO, 63110",,,
DRUG DISCOVERY AND MOLECULAR PHARMACOLOGY B STUDY SECTION,DMPB,2/16/2023,"MULCAHY, JOHNV,  PHD*",CEO,SITEONE THERAPEUTICS,"SOUTH SAN FRANCISCO, CA, 94080",,,,
DRUG DISCOVERY AND MOLECULAR PHARMACOLOGY B STUDY SECTION,DMPB,2/16/2023,"KUFAREVA, IRINA,  PHD",ADJUNCT ASSOCIATE PROFESSOR,SKAGGS SCHOOL OF PHARMACY,AND PHARMACEUTICAL SCIENCES,UNIVERSITY OF CALIFORNIA AT SAN DIEGO,"LA JOLLA, CA, 92093",,
DRUG DISCOVERY AND MOLECULAR PHARMACOLOGY B STUDY SECTION,DMPB,6/8/2023,"KUFAREVA, IRINA,  PHD",ADJUNCT ASSOCIATE PROFESSOR,SKAGGS SCHOOL OF PHARMACY,AND PHARMACEUTICAL SCIENCES,UNIVERSITY OF CALIFORNIA AT SAN DIEGO,"LA JOLLA, CA, 92093",,
"BIOBEHAVIORAL MECHANISMS OF EMOTION, STRESS AND HEALTH STUDY SECTION",MESH,2/22/2023,"SWANSON, LESLIEM,  PHD*",ASSOCIATE PROFESSOR OF PSYCHIATRY,SLEEP AND CIRCADIAN RESEARCH LABORATORY,DEPARTMENT OF PSYCHIATRY,UNIVERSITY OF MICHIGAN,"ANN ARBOR, MI, 48109",,
INNOVATIONS IN NANOSYSTEMS AND NANOTECHNOLOGY STUDY SECTION (INN),INN,2/16/2023,"ALABI, CHRISTOPHERAKINLEYE,  PHD",ASSOCIATE PROFESSOR,SMITH SCHOOL OF CHEMICAL AND,BIOMOLECULAR ENGINEERING,CORNELL UNIVERSITY,"ITHACA, NY, 14853",,
INNOVATIONS IN NANOSYSTEMS AND NANOTECHNOLOGY STUDY SECTION (INN),INN,6/8/2023,"ALABI, CHRISTOPHERAKINLEYE,  PHD",ASSOCIATE PROFESSOR,SMITH SCHOOL OF CHEMICAL AND,BIOMOLECULAR ENGINEERING,CORNELL UNIVERSITY,"ITHACA, NY, 14853",,
LIFESTYLE CHANGE AND BEHAVIORAL HEALTH STUDY SECTION,LCBH,2/9/2023,"ELLIS, KATRINARENEE,  PHD*",ASSISTANT PROFESSOR,SOCIAL WORK AND FACULTY ASSOCIATE,SCHOOL OF SOCIAL WORK,UNIVERSITY OF MICHIGAN,"ANN ARBOR, MI, 48109",,
CHILD PSYCHOPATHOLOGY AND DEVELOPMENTAL DISABILITIES STUDY SECTION,CPDD,10/11/2022,"MATTHEWS, NICOLELOUISE,  PHD*",DIRECTOR OF RESEARCH,SOUTHWEST AUTISM RESEARCH,AND RESOURCE CENTER,"PHOENIX, AZ, 85006",,,
INTEGRATIVE MYOCARDIAL PHYSIOLOGY/PATHOPHYSIOLOGY A STUDY SECTION,MPPA,11/7/2022,"JALIFE, JOSES,  MD",DISTINGUISHED SENIOR SCIENTIST,SPANISH NATIONAL CARDIOVASCULAR RESEARCH CENTER,"MADRID,  SPAIN, 28029",,,,
BIOBEHAVIORAL MEDICINE AND HEALTH OUTCOMES STUDY SECTION,BMHO,2/6/2023,"NAPADOW, VITALY,  PHD",PROFESSOR,SPAULDING REHABILITATION HOSPITAL,CENTER FOR INTEGRATIVE PAIN NEUROIMAGING,HARVARD MEDICAL SCHOOL,"CHARLESTOWN, MA, 02129",,
BIOBEHAVIORAL MEDICINE AND HEALTH OUTCOMES STUDY SECTION,BMHO,6/5/2023,"NAPADOW, VITALY,  PHD",PROFESSOR,SPAULDING REHABILITATION HOSPITAL,CENTER FOR INTEGRATIVE PAIN NEUROIMAGING,HARVARD MEDICAL SCHOOL,"CHARLESTOWN, MA, 02129",,
BIOBEHAVIORAL MEDICINE AND HEALTH OUTCOMES STUDY SECTION,BMHO,10/3/2022,"NAPADOW, VITALY,  PHD",PROFESSOR,SPAULDING REHABILITATION HOSPITAL,CENTER FOR INTEGRATIVE PAIN NEUROIMAGING,HARVARD MEDICAL SCHOOL,"CHARLESTOWN, MA, 02129",,
"MOTOR FUNCTION, SPEECH AND REHABILITATION STUDY SECTION",MFSR,6/22/2023,"PITTS, TERESAG,  PHD*",ASSOCIATE PROFESSOR,"SPEECH,  LANGUAGE,  HEARING SCIENCES",UNIVERSITY OF MISSOURI,"COLUMBIA, MO, 65211",,,
MUSCULOSKELETAL REHABILITATION SCIENCES STUDY SECTION,MRS,2/16/2023,"HAMMOND, JASON,  MD*",ATTENDING PHYSICIAN,SPORTS MEDICINE,MEDSTAR ORTHOPAEDIC INSTITUTE,"BALTIMORE, MD, 21218",,,
MUSCULOSKELETAL REHABILITATION SCIENCES STUDY SECTION,MRS,10/18/2022,"HAMMOND, JASON,  MD*",ATTENDING PHYSICIAN,SPORTS MEDICINE,MEDSTAR ORTHOPAEDIC INSTITUTE,"WESTMINSTER, MD, 21157",,,
MUSCULOSKELETAL REHABILITATION SCIENCES STUDY SECTION,MRS,2/16/2023,"ALBERTS, JAYL,  PHD",THE EDWARD AND BARBARA BELL ENDOWED CHAIR FOR PARKINSON’S RESEARCH,"STAFF,  DEPARTMENT OF BIOMEDICAL ENGINEERING",CENTER FOR NEUROLOGICAL RESTORATION,CLEVELAND CLINIC,"CLEVELAND, OH, 44195",,
MUSCULOSKELETAL REHABILITATION SCIENCES STUDY SECTION,MRS,6/15/2023,"ALBERTS, JAYL,  PHD",THE EDWARD AND BARBARA BELL ENDOWED CHAIR FOR PARKINSON’S RESEARCH,"STAFF,  DEPARTMENT OF BIOMEDICAL ENGINEERING",CENTER FOR NEUROLOGICAL RESTORATION,CLEVELAND CLINIC,"CLEVELAND, OH, 44195",,
MUSCULOSKELETAL REHABILITATION SCIENCES STUDY SECTION,MRS,10/18/2022,"ALBERTS, JAYL,  PHD",THE EDWARD AND BARBARA BELL ENDOWED CHAIR FOR PARKINSON’S RESEARCH,"STAFF,  DEPARTMENT OF BIOMEDICAL ENGINEERING",CENTER FOR NEUROLOGICAL RESTORATION,CLEVELAND CLINIC,"CLEVELAND, OH, 44195",,
"BASIC BIOLOGY OF BLOOD, HEART AND VASCULATURE STUDY SECTION",BBHV,2/23/2023,"DESHPANDE, ANIRUDDHA,  PHD*",ASSOCIATE PROFESSOR,STANFORD BURNHAM MEDICAL RESEARCH INSTITUTE,"LA JOLLA, CA, 92037",,,,
MODELING AND ANALYSIS OF BIOLOGICAL SYSTEMS STUDY SECTION,MABS,6/13/2023,"MAYALU, MICHAELLENTALA,  PHD*",ASSISTANT PROFESSOR,STANFORD ENGINEERING,STANFORD UNIVERSITY,"STANFORD, CA, 94305",,,
HEALTHCARE AND HEALTH DISPARITIES STUDY SECTION,HHD,11/2/2022,"GOVINDARAJAN, PRASANTHI,  MAS*",PROFESSOR,STANFORD UNIVERSITY HOSPITAL,EMERGENCY MEDICINE,"STANFORD, CA, 94305",,,
CELLULAR AND MOLECULAR BIOLOGY OF NEURODEGENERATION STUDY SECTION,CMND,6/22/2023,"LAMB, BRUCET,  PHD",PROFESSOR AND EXECUTIVE DIRECTOR,STARK NEUROSCIENCES RESEARCH INSTITUTE ,SCHOOL OF MEDICINE,INDIANA UNIVERSITY ,"INDIANAPOLIS, IN, 46202",,
CELLULAR AND MOLECULAR BIOLOGY OF NEURODEGENERATION STUDY SECTION,CMND,10/27/2022,"LAMB, BRUCET,  PHD",PROFESSOR AND EXECUTIVE DIRECTOR,STARK NEUROSCIENCES RESEARCH INSTITUTE ,SCHOOL OF MEDICINE,INDIANA UNIVERSITY ,"INDIANAPOLIS, IN, 46202",,
CANCER PREVENTION STUDY SECTION,CPSS,10/27/2022,"BUHR, KEVINANDREW,  PHD*",SDAC DIRECTOR,STATISTICAL DATA ANALYSIS CENTER,UNIVERSITY OF WISCONSIN,WARF OFFICE BUILDING,"MADISON, WI, 53726",,
SKELETAL MUSCLE AND EXERCISE PHYSIOLOGY STUDY SECTION,SMEP,2/23/2023,"DAMON, BRUCEM.,  PHD*",DIRECTOR OF CLINICAL IMAGING RESEARCH,STEPHENS FAMILY CLINICAL RESEARCH INSTITUTE,CARLE FOUNDATION HOSPITAL,GRAINGER COLLEGE OF ENGINEERING,UNIVERSITY OF ILLINOIS,"CHAMPAIGN, IL, 61801",
CANCER PREVENTION STUDY SECTION,CPSS,6/22/2023,"CHANDRA, VISHAL,  PHD*",RESEARCH ASSISTANT PROFESSOR,STEPHENSON CANCER CENTER,UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER,"OKLAHOMA CITY, OK, 73104",,,
AGING SYSTEMS AND GERIATRICS STUDY SECTION,ASG,10/13/2022,"TARANTINI, STEFANO,  PHD*",ASSISTANT PROFESSOR,STEPHENSON CANCER CENTER,CENTER FOR GEROSCIENCE AND HEALTHY BRAIN AGING,UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER,"OKLAHOMA CITY, OK, 73104",,
CELL STRUCTURE AND FUNCTION 1 STUDY SECTION,CSF1,10/27/2022,"ZHANG, XINA,  MD,  PHD*",PROFESSOR,STEPHENSON CANCER CENTER AND,DEPARTMENT OF PHYSIOLOGY,UNIVERSITY OF OKLAHOMA HEALTH SCIENCE CENTER,UNIVERSITY OF OKLAHOMA,"OKLAHOMA CITY, OK, 73104",
RADIATION THERAPEUTICS AND BIOLOGY STUDY SECTION,RTB,10/27/2022,"MEIMETIS, LABROSGEORGE,  PHD*",ASSISTANT PROFESSOR,STONY BROOK MEDICINE,DEPARTMENT OF RADIOLOGY,STONY BROOK UNIVERSITY,"STONY BROOK, NY, 11795",,
MOLECULAR GENETICS STUDY SECTION,MG,2/9/2023,"BAZZINI, ARIEL,  PHD",ASSOCIATE INVESTIGATOR,STOWERS INSTITUTE FOR MEDICAL RESEARCH,"KANSAS CITY, MO, 64110",,,,
NEUROSCIENCE OF INTEROCEPTION AND CHEMOSENSATION STUDY SECTION,NIC,2/23/2023,"YU, CONGRONGR,  PHD",PROFESSOR,STOWERS INSTITUTE FOR MEDICAL RESEARCH,"KANSAS CITY, MO, 64110",,,,
NEUROSCIENCE OF INTEROCEPTION AND CHEMOSENSATION STUDY SECTION,NIC,6/15/2023,"YU, CONGRONGR,  PHD",PROFESSOR,STOWERS INSTITUTE FOR MEDICAL RESEARCH,"KANSAS CITY, MO, 64110",,,,
MOLECULAR GENETICS STUDY SECTION,MG,10/25/2022,"BAZZINI, ARIEL,  PHD",ASSOCIATE INVESTIGATOR,STOWERS INSTITUTE FOR MEDICAL RESEARCH,"KANSAS CITY, MO, 64110",,,,
NEUROSCIENCE OF INTEROCEPTION AND CHEMOSENSATION STUDY SECTION,NIC,10/28/2022,"YU, CONGRONGR,  PHD",PROFESSOR,STOWERS INSTITUTE FOR MEDICAL RESEARCH,"KANSAS CITY, MO, 64110",,,,
"GENOMICS, COMPUTATIONAL BIOLOGY AND TECHNOLOGY STUDY SECTION",GCAT,11/3/2022,"ZEITLINGER, JULIA,  PHD*",INVESTIGATOR AND ASSOCIATE PROFESSOR,STOWERS INSTITUTE FOR MEDICAL RESEARCH,DEPARTMENT OF PATHOLOGY AND LABORATORY MEDICINE,UNIVERSITY OF KANSAS MEDICAL CENTER,"KANSAS CITY, MO, 64110",,
DEVELOPMENT - 1 STUDY SECTION,DEV1,2/14/2023,"PIOTROWSKI, TATJANA,  PHD",INVESTIGATOR,STOWERS INSTITUTION FOR MEDICAL RESEARCH,"KANSAS CITY, MO, 64110",,,,
DEVELOPMENT - 1 STUDY SECTION,DEV1,6/8/2022,"PIOTROWSKI, TATJANA,  PHD",INVESTIGATOR,STOWERS INSTITUTION FOR MEDICAL RESEARCH,"KANSAS CITY, MO, 64110",,,,
ADDICTION RISKS AND MECHANISMS STUDY SECTION,ARM,2/23/2023,"LUNDAHL, LESLIEH,  PHD",ASSOCIATE PROFESSOR,SUBSTANCE ABUSE RESEARCH DIVISION,DEPARTMENT OF PSYCHIATRY AND,BEHAVIORAL NEUROSCIENCES,WAYNE STATE UNIVERSITY SCHOOL OF MEDICINE,"DETROIT, MI, 48201",
ADDICTION RISKS AND MECHANISMS STUDY SECTION,ARM,10/24/2022,"LUNDAHL, LESLIEH,  PHD",ASSOCIATE PROFESSOR,SUBSTANCE ABUSE RESEARCH DIVISION,DEPARTMENT OF PSYCHIATRY AND,BEHAVIORAL NEUROSCIENCES,WAYNE STATE UNIVERSITY SCHOOL OF MEDICINE,"DETROIT, MI, 48201",
