Section Name,Section Abbreviation,Date,Name,Position,Ad1,Ad2,Ad3,Ad4,Ad5,Ad6,Name_original,Lastname,First_and_middle,Firstname,Date_original,Zipcode
LANGUAGE AND COMMUNICATION STUDY SECTION,LCOM,6/23/2022,"KIRAN, SWATHI",PROFESSOR,"DEPARTMENT OF SPEECH,  LANGUAGE, ",AND HEARING SCIENCES,BOSTON UNIVERSITY,"BOSTON, MA, 02215",,,"KIRAN, SWATHI,  PHD",KIRAN,SWATHI,SWATHI,06/23/22 -,2215
LANGUAGE AND COMMUNICATION STUDY SECTION,LCOM,10/6/2022,"KIRAN, SWATHI",PROFESSOR,"DEPARTMENT OF SPEECH,  LANGUAGE, ",AND HEARING SCIENCES,BOSTON UNIVERSITY,"BOSTON, MA, 02215",,,"KIRAN, SWATHI,  PHD",KIRAN,SWATHI,SWATHI,10/06/22 -,2215
LANGUAGE AND COMMUNICATION STUDY SECTION,LCOM,2/16/2023,"KIRAN, SWATHI",PROFESSOR,"DEPARTMENT OF SPEECH,  LANGUAGE, ",AND HEARING SCIENCES,BOSTON UNIVERSITY,"BOSTON, MA, 02215",,,"KIRAN, SWATHI,  PHD",KIRAN,SWATHI,SWATHI,2/16/2023,2215
LANGUAGE AND COMMUNICATION STUDY SECTION,LCOM,6/8/2023,"KIRAN, SWATHI",PROFESSOR,"DEPARTMENT OF SPEECH,  LANGUAGE, ",AND HEARING SCIENCES,BOSTON UNIVERSITY,"BOSTON, MA, 02215",,,"KIRAN, SWATHI,  PHD",KIRAN,SWATHI,SWATHI,6/8/2023,2215
NEUROTOXICOLOGY AND ALCOHOL STUDY SECTION,NAL,6/4/2024,"KIRSON, DEAN",ASSISTANT PROFESSOR,"DEPARTMENT OF PHARMACOLOGY, ADDICTION SCIENCE,",AND TOXICOLOGY,COLLEGE OF MEDICINE MEMPHIS,THE UNIVERSITY OF TENNESSEE HEALTH SCIENCES CENTER,"MEMPHIS,       TN,       38163",,"KIRSON, DEAN, PHD",KIRSON,DEAN,DEAN,6/4/2024,38163
ENVIRONMENTAL DETERMINANTS OF DISEASE STUDY SECTION (EDD),EDD,6/8/2023,"LEE, SEONGMIN",ASSOCIATE PROFESSOR,COLLEGE OF PHARMACY,UNIVERSITY OF AUSTIN TEXAS,"AUSTIN, TX, 787121140",,,,"LEE, SEONGMIN,  PHD*",LEE,SEONGMIN,SEONGMIN,6/8/2023,78712
ENVIRONMENTAL DETERMINANTS OF DISEASE STUDY SECTION ,EDD,11/2/2023,"LEE, SEONGMIN",ASSOCIATE PROFESSOR AND CHAIR,DEPARTMENT OF MEDICINE,COLLEGE OF PHARMACY,UNIVERSITY OF TEXAS,"AUSTIN,       TX,       787121140",,,"LEE, SEONGMIN, PHD",LEE,SEONGMIN,SEONGMIN,11/2/2023,78712
ENVIRONMENTAL DETERMINANTS OF DISEASE STUDY SECTION ,EDD,2/8/2024,"LEE, SEONGMIN",ASSOCIATE PROFESSOR,DIVISION OF CHEMICAL BIOLOGY,AND MEDICINAL CHEMISTRY,COLLEGE OF PHARMACY,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN,       TX,       787121140",,"LEE, SEONGMIN, PHD",LEE,SEONGMIN,SEONGMIN,2/8/2024,78712
HUMAN STUDIES OF DIABETES AND OBESITY STUDY SECTION,HSDO,10/14/2021,"LEIDY, HEATHER J",ASSOCIATE PROFESSOR,DEPARTMENT OF NUTRITION SCIENCES &amp; PEDIACTRICS,COLLEGE OF NATURAL SCIENCES,DELL MEDICAL SCHOOL,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78723",,"LEIDY, HEATHER J, PHD*",LEIDY,HEATHER J,HEATHER,10/14/21 - 10/15/21,78723
DRUG DISCOVERY AND MOLECULAR PHARMACOLOGY STUDY SECTION,DMP,10/17/2022,"LI, JIE",ASSISTANT PROFESSOR,DEPARTMENT OF CHEMISTRY AND BIOCHEMISTRY,UNIVERSITY OF SOUTH CAROLINA,"COLUMBIA, SC, 29208",,,,"LI, JIE,  PHD*",LI,JIE,JIE,10/17/22 -,29208
DRUG DISCOVERY AND MOLECULAR PHARMACOLOGY B STUDY SECTION,DMPB,6/8/2023,"LI, NA",ASSISTANT PROFESSOR,DEPARTMENT OF PHARMACEUTICS,SCHOOL OF PHARMACY,UNIVERSITY OF CONNECTICUT,"STORRS, CT, 06269",,,"LI, NA,  PHD*",LI,,,6/8/2023,6269
INTEGRATIVE MYOCARDIAL PHYSIOLOGY/PATHOPHYSIOLOGY A STUDY SECTION,MPPA,6/21/2023,"LI, NA",ASSOCIATE PROFESSOR,DEPARTMENT OF MEDICINE,SECTION OF CARDIOVASCULAR RESEARCH,BAYLOR COLLEGE OF MEDICINE,"HOUSTON, TX, 77030",,,"LI, NA,  PHD*",LI,,,6/21/2023,77030
INTEGRATIVE MYOCARDIAL PHYSIOLOGY/PATHOPHYSIOLOGY A STUDY SECTION ,MPPA,10/25/2023,"LI, NA",ASSOCIATE PROFESSOR,SECTION OF CARDIOVASCULAR RESEARCH,DEPARTMENT OF MEDICINE,BAYLOR COLLEGE OF MEDICINE,"HOUSTON,       TX,       77030",,,"LI, NA, PHD",LI,,,10/25/2023,77030
INTEGRATIVE MYOCARDIAL PHYSIOLOGY/PATHOPHYSIOLOGY A STUDY SECTION ,MPPA,2/28/2024,"LI, NA",ASSOCIATE PROFESSOR,DEPARTMENT OF MEDICINE,SECTION OF CARDIOVASCULAR RESEARCH,BAYLOR COLLEGE OF MEDICINE,"HOUSTON,       TX,       77030",,,"LI, NA, PHD",LI,,,2/28/2024,77030
ENABLING BIOANALYTICAL AND IMAGING TECHNOLOGIES STUDY SECTION,EBIT,10/7/2021,"LI, WEI",PROFESSOR,DEPARTMENT OF PHARMACEUTICAL SCIENCES,UNIVERSITY OF TENNESSEE HEALTH SCIENCE CENTER,"MEMPHIS, TN, 38163",,,,"LI, WEI, PHD, BS*",LI,WEI,WEI,10/07/21 - 10/08/21,38163
"GENOMICS, COMPUTATIONAL BIOLOGY AND TECHNOLOGY STUDY SECTION",GCAT,6/9/2022,"LI, WEI",ASSISTANT PROFESSOR,CENTER FOR GENETIC MEDICINE,CHILDREN'S NATIONAL HOSPITAL,CANCER CENTER,GEORGE WASHINGTON UNIVERSITY,"WASHINGTON, DC, 20012",,"LI, WEI,  PHD*",LI,WEI,WEI,06/09/22 -,20012
"ARTHRITIS, CONNECTIVE TISSUE AND SKIN STUDY SECTION",ACTS,10/17/2023,"LI, WEI",PROFESSOR,DEPARTMENT OF DERMATOLOGY,NORRIS CANCER CENTER,UNIVERSITY OF SOUTHERN CALIFORNIA,"LOS ANGELES,       CA,       90033",,,"LI, WEI, PHD",LI,WEI,WEI,10/17/2023,90033
DRUG DISCOVERY AND MECHANISMS OF ANTIMICROBIAL RESISTANCE STUDY SECTION,DDR,7/14/2021,"LINK, AARON JAMES",PROFESSOR,DEPARTMENT OF CHEMICAL,AND BIOLOGICAL ENGINEERING,SCHOOL OF ENGINEERING AND APPLIED SCIENCE,PRINCETON UNIVERSITY,"PRINCETON, NJ, 08544",,"LINK, AARON JAMES, PHD*",LINK,AARON JAMES,AARON,07/14/21 - 07/15/21,8544
ADDICTION RISKS AND MECHANISMS STUDY SECTION,ARM,10/24/2022,"LIPPARD, ELIZABETH THOMAS COX",ASSISTANT PROFESSOR,DEPARTMENT OF PSYCHIATRY AND,BEHAVIORAL SCIENCES,DELL MEDICAL SCHOOL,THE UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78712",,"LIPPARD, ELIZABETH THOMAS COX,  PHD*",LIPPARD,ELIZABETH THOMAS COX,ELIZABETH,10/24/2022,78712
MOLECULAR AND CELLULAR BIOLOGY OF VIRUS INFECTION STUDY SECTION,MCV,3/7/2024,"LIU, CHANG",ASSISTANT PROFESSOR,DEPARTMENT OF BIOPHYSICS AND,BIOPHYSICAL CHEMISTRY,JOHNS HOPKINS UNIVERSITY SCHOOL OF MEDICINE,"BALTIMORE,       MD,       21205",,,"LIU, CHANG, PHD",LIU,CHANG,CHANG,3/7/2024,21205
MOLECULAR AND CELLULAR BIOLOGY OF VIRUS INFECTION STUDY SECTION,MCV,6/13/2024,"LIU, CHANG",ASSISTANT PROFESSOR,DEPARTMENT OF BIOPHYSICS AND BIOPHYSICAL CHEMISTRY,JOHNS HOPKINS UNIVERSITY SCHOOL OF MEDICINE,"BALTIMORE,       MD,       21205",,,,"LIU, CHANG, PHD",LIU,CHANG,CHANG,6/13/2024,21205
CANCER ETIOLOGY STUDY SECTION,CE,3/1/2022,"LOPEZ-MOSQUEDA, JAIME",ASSISTANT PROFESSOR,DEPARTMENT OF BIOLOGY AND MICROBIOLOGY,SOUTH DAKOTA STATE UNIVERSITY,"BROOKINGS, SD, 57006",,,,"LOPEZ-MOSQUEDA, JAIME, PHD*",LOPEZ-MOSQUEDA,JAIME,JAIME,03/01/22 - 03/02/22,57006
CELLULAR SIGNALING AND REGULATORY SYSTEMS STUDY SECTION,CSRS,9/26/2022,"LOPEZ-MOSQUEDA, JAIME",ASSISTANT PROFESSOR,DEPARTMENT OF BIOLOGY &amp; MICROBIOLOGY,SOUTH DAKOTA STATE UNIVERSITY,"BROOKINGS, SD, 57006",,,,"LOPEZ-MOSQUEDA, JAIME,  PHD*",LOPEZ-MOSQUEDA,JAIME,JAIME,09/26/22 -,57006
MAXIMIZING INVESTIGATORS? RESEARCH AWARD C STUDY SECTION,MRAC,2/29/2024,"LOPEZ-MOSQUEDA, JAIME",ASSISTANT PROFESSOR,DEPARTMENT OF MOLECULAR BIOSCIENCES,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN,       TX,       78712",,,,"LOPEZ-MOSQUEDA, JAIME, PHD",LOPEZ-MOSQUEDA,JAIME,JAIME,2/29/2024,78712
CLINICAL NEUROIMMUNOLOGY AND BRAIN TUMORS STUDY SECTION,CNBT,1/27/2022,"LU, RONGZE OLIVIA",ASSISTANT PROFESSOR,DEPARTMENT OF NEUROSURGERY,DELL MEDICAL SCHOOL,THE UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78713",,,"LU, RONGZE OLIVIA, PHD*",LU,RONGZE OLIVIA,RONGZE,01/27/22 - 01/28/22,78713
"TRANSPLANTATION, TOLERANCE, AND TUMOR IMMUNOLOGY STUDY SECTION",TTT,6/11/2024,"LU, RONGZE OLIVIA",ASSOCIATE PROFESSOR,DEPARTMENT OF NEUROLOGICAL SURGERY,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO","SAN FRANCISCO,       CA,       94143",,,,"LU, RONGZE  OLIVIA, PHD",LU,RONGZE OLIVIA,RONGZE,6/11/2024,94143
DRUG DISCOVERY AND MOLECULAR PHARMACOLOGY C STUDY SECTION,DMPC,3/6/2023,"MACIAS, EVERARDO",ASSISTANT PROFESSOR,DEPARTMENT OF PATHOLOGY,DUKE UNIVERSITY,"DURHAM, NC, 27708",,,,"MACIAS, EVERARDO,  PHD*",MACIAS,EVERARDO,EVERARDO,3/6/2023,27708
BASIC MECHANISMS OF CANCER HEALTH DISPARITIES STUDY SECTION,BMCD,6/25/2024,"MACIAS, EVERARDO",ASSISTANT PROFESSOR,DEPARTMENT OF PATHOLOGY,DUKE UNIVERSITY,"DURHAM,       NC,       27708",,,,"MACIAS, EVERARDO, PHD",MACIAS,EVERARDO,EVERARDO,6/25/2024,27708
CHILD PSYCHOPATHOLOGY AND DEVELOPMENTAL DISABILITIES STUDY SECTION,CPDD,6/17/2021,"MAGANA, SANDRA M",PROFESSOR,STEVE HICKS SCHOOL OF SOCIAL WORK,THE UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78712",,,,"MAGANA, SANDRA M, PHD",MAGANA,SANDRA M,SANDRA,06/17/21 - 06/18/21,78712
CHILD PSYCHOPATHOLOGY AND DEVELOPMENTAL DISABILITIES STUDY SECTION,CPDD,2/22/2022,"MAGANA, SANDRA M",PROFESSOR,STEVE HICKS SCHOOL OF SOCIAL WORK,THE UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78712",,,,"MAGANA, SANDRA M, PHD",MAGANA,SANDRA M,SANDRA,02/22/22 - 02/23/22,78712
CHILD PSYCHOPATHOLOGY AND DEVELOPMENTAL DISABILITIES STUDY SECTION,CPDD,6/13/2022,"MAGANA, SANDRA M",PROFESSOR,STEVE HICKS SCHOOL OF SOCIAL WORK,THE UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78712",,,,"MAGANA, SANDRA M,  PHD",MAGANA,SANDRA M,SANDRA,06/13/22 -,78712
CHILD PSYCHOPATHOLOGY AND DEVELOPMENTAL DISABILITIES STUDY SECTION,CPDD,2/13/2023,"MAGANA, SANDRA M",PROFESSOR,STEVE HICKS SCHOOL OF SOCIAL WORK,THE UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78712",,,,"MAGANA, SANDRA M,  PHD",MAGANA,SANDRA M,SANDRA,2/13/2023,78712
CHILD PSYCHOPATHOLOGY AND DEVELOPMENTAL DISABILITIES STUDY SECTION,CPDD,6/12/2023,"MAGANA, SANDRA M",PROFESSOR,STEVE HICKS SCHOOL OF SOCIAL WORK,THE UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78712",,,,"MAGANA, SANDRA M,  PHD",MAGANA,SANDRA M,SANDRA,6/12/2023,78712
"CELLULAR, MOLECULAR AND INTEGRATIVE REPRODUCTION STUDY SECTION",CMIR,2/6/2024,"MAK, WINIFRED W",ASSOCIATE PROFESSOR,DIVISION OF REPRODUCTIVE ENDOCRINOLOGY,AND INFERTILITY,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER,"SAN ANTONIO,       TX,       78229",,,"MAK, WINIFRED  W, MD, PHD",MAK,WINIFRED W,WINIFRED,2/6/2024,78229
NEUROTOXICOLOGY AND ALCOHOL STUDY SECTION,NAL,10/10/2023,"MANGIERI, REGINA A.",ASSISTANT PROFESSOR,DIVISION OF PHARMACOLOGY AND TOXICOLOGY,COLLEGE OF PHARMACY,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN,       TX,       78712",,,"MANGIERI, REGINA  A., PHD",MANGIERI,REGINA A.,REGINA,10/10/2023,78712
"BIOBEHAVIORAL REGULATION, LEARNING AND ETHOLOGY STUDY SECTION",BRLE,6/13/2024,"MANGIERI, REGINA A.",ASSISTANT PROFESSOR,DIVISION OF PHARMACOLOGY AND TOXICOLOGY,COLLEGE OF PHARMACY,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN,       TX,       78712",,,"MANGIERI, REGINA  A., PHD",MANGIERI,REGINA A.,REGINA,6/13/2024,78712
"LEARNING, MEMORY AND DECISION NEUROSCIENCE STUDY SECTION",LMDN,6/13/2024,"MAUK, MICHAEL D",PROFESSOR,DEPARTMENT OF NEUROSCIENCE,"UNIVERSITY OF TEXAS, AUSTIN","AUSTIN,       TX,       78712",,,,"MAUK, MICHAEL  D, PHD",MAUK,MICHAEL D,MICHAEL,6/13/2024,78712
CELLULAR AND MOLECULAR IMMUNOLOGY - A STUDY SECTION,CMIA,10/14/2021,"MAYNARD, JENNIFER A",PROFESSOR,DEPARTMENT OF CHEMICAL ENGINEERING,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78712",,,,"MAYNARD, JENNIFER A, PHD",MAYNARD,JENNIFER A,JENNIFER,10/14/21 - 10/15/21,78712
CELLULAR AND MOLECULAR IMMUNOLOGY - A STUDY SECTION,CMIA,2/17/2022,"MAYNARD, JENNIFER A",PROFESSOR,DEPARTMENT OF CHEMICAL ENGINEERING,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78712",,,,"MAYNARD, JENNIFER A, PHD",MAYNARD,JENNIFER A,JENNIFER,02/17/22 - 02/18/22,78712
CELLULAR AND MOLECULAR IMMUNOLOGY - A STUDY SECTION,CMIA,6/30/2022,"MAYNARD, JENNIFER A",PROFESSOR,DEPARTMENT OF CHEMICAL ENGINEERING,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78712",,,,"MAYNARD, JENNIFER A,  PHD",MAYNARD,JENNIFER A,JENNIFER,06/30/22 -,78712
CELLULAR AND MOLECULAR IMMUNOLOGY - A STUDY SECTION,CMIA,10/20/2022,"MAYNARD, JENNIFER A",PROFESSOR,DEPARTMENT OF CHEMICAL ENGINEERING,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78712",,,,"MAYNARD, JENNIFER A,  PHD",MAYNARD,JENNIFER A,JENNIFER,10/20/22 -,78712
CELLULAR AND MOLECULAR IMMUNOLOGY - A STUDY SECTION,CMIA,3/16/2023,"MAYNARD, JENNIFER A",PROFESSOR,DEPARTMENT OF CHEMICAL ENGINEERING,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78712",,,,"MAYNARD, JENNIFER A,  PHD",MAYNARD,JENNIFER A,JENNIFER,3/16/2023,78712
CELLULAR AND MOLECULAR IMMUNOLOGY - A STUDY SECTION,CMIA,6/22/2023,"MAYNARD, JENNIFER A",PROFESSOR,DEPARTMENT OF CHEMICAL ENGINEERING,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78712",,,,"MAYNARD, JENNIFER A,  PHD",MAYNARD,JENNIFER A,JENNIFER,6/22/2023,78712
CELLULAR AND MOLECULAR IMMUNOLOGY - A STUDY SECTION,CMIA,10/26/2023,"MAYNARD, JENNIFER A",PROFESSOR,DEPARTMENT OF CHEMICAL ENGINEERING,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN,       TX,       78712",,,,"MAYNARD, JENNIFER  A, PHD",MAYNARD,JENNIFER A,JENNIFER,10/26/2023,78712
CELLULAR AND MOLECULAR IMMUNOLOGY - A STUDY SECTION,CMIA,3/7/2024,"MAYNARD, JENNIFER A",PROFESSOR,DEPARTMENT OF CHEMICAL ENGINEERING,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN,       TX,       78712",,,,"MAYNARD, JENNIFER  A, PHD",MAYNARD,JENNIFER A,JENNIFER,3/7/2024,78712
CELLULAR AND MOLECULAR IMMUNOLOGY - A STUDY SECTION,CMIA,6/13/2024,"MAYNARD, JENNIFER A",PROFESSOR,DEPARTMENT OF CHEMICAL ENGINEERING,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN,       TX,       78712",,,,"MAYNARD, JENNIFER  A, PHD",MAYNARD,JENNIFER A,JENNIFER,6/13/2024,78712
"INFECTIOUS DISEASES, REPRODUCTIVE HEALTH, ASTHMA AND PULMONARY CONDITIONS STUDY SECTION",IRAP,7/7/2022,"MEYERS, LAUREN ANCEL",PROFESSOR,DEPARTMENT OF INTERGRATED BIOLOGY,THE UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78712",,,,"MEYERS, LAUREN ANCEL,  PHD",MEYERS,LAUREN ANCEL,LAUREN,07/07/22 -,78712
CANCER ETIOLOGY STUDY SECTION,CE,6/15/2021,"MILLER, KYLE M",ASSOCIATE PROFESSOR,DEPARTMENT OF MOLECULAR BIOSCIENCES,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78712",,,,"MILLER, KYLE M, PHD",MILLER,KYLE M,KYLE,06/15/21 - 06/16/21,78712
CANCER ETIOLOGY STUDY SECTION,CE,3/1/2022,"MILLER, KYLE M",ASSOCIATE PROFESSOR,DEPARTMENT OF MOLECULAR BIOSCIENCES,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78712",,,,"MILLER, KYLE M, PHD",MILLER,KYLE M,KYLE,03/01/22 - 03/02/22,78712
CANCER ETIOLOGY STUDY SECTION,CE,6/21/2022,"MILLER, KYLE M",ASSOCIATE PROFESSOR,DEPARTMENT OF MOLECULAR BIOSCIENCES,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78712",,,,"MILLER, KYLE M,  PHD",MILLER,KYLE M,KYLE,06/21/22 -,78712
RADIATION THERAPEUTICS AND BIOLOGY STUDY SECTION,RTB,6/12/2023,"MILLER, KYLE M",ASSOCIATE PROFESSOR,DEPARTMENT OF MOLECULAR BIOSCIENCES,INSTITUTE FOR CELLULAR AND MOLECULAR BIOLOGY,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78712",,,"MILLER, KYLE M,  PHD*",MILLER,KYLE M,KYLE,6/12/2023,78712
RADIATION THERAPEUTICS AND BIOLOGY STUDY SECTION,RTB,10/23/2023,"MILLER, KYLE M",BENJAMIN CLAYTON CENTENNIAL PROFESSORSHIP IN BIOCHEMISTRY,DEPARTMENT OF MOLECULAR BIOSCIENCES,INSTITUTE FOR CELLULAR AND MOLECULAR BIOLOGY,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN,       TX,       78712",,,"MILLER, KYLE  M, PHD",MILLER,KYLE M,KYLE,10/23/2023,78712
"BIOENGINEERING, TECHNOLOGY AND SURGICAL SCIENCES STUDY SECTION",BTSS,6/12/2023,"MISERLIS, DIMITRIOS",ASSISTANT PROFESSOR,DIVISION OF VASCULAR SURGERY,DEPARTMENT OF SURGERY AND PERIOPERATIVE CARE,UT AUSTIN DELL MEDICAL SCHOOL,THE UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78701",,"MISERLIS, DIMITRIOS,  MD*",MISERLIS,DIMITRIOS,DIMITRIOS,6/12/2023,78701
"ORAL, DENTAL AND CRANIOFACIAL SCIENCES STUDY SECTION",ODCS,2/24/2022,"MOLINEUX, IAN J",PROFESSOR,DEPARTMENT OF MOLECULAR,GENETICS AND MICROBIOLOGY,COLLEGE OF NATURAL SCIENCES,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 787121095",,"MOLINEUX, IAN J, PHD",MOLINEUX,IAN J,IAN,02/24/22 - 02/25/22,78712
PATHOPHYSIOLOGICAL BASIS OF MENTAL DISORDERS AND ADDICTIONS STUDY SECTION,PMDA,2/2/2022,"MORIKAWA, HITOSHI",ASSOCIATE PROFESSOR,DEPARTMENT OF NEUROSCIENCE.,WAGGONER CENTER FOR ALCOHOL AND ADDICTION RESEARCH,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78712",,,"MORIKAWA, HITOSHI, MD, PHD*",MORIKAWA,HITOSHI,HITOSHI,02/02/22 - 02/03/22,78712
PATHOPHYSIOLOGICAL BASIS OF MENTAL DISORDERS AND ADDICTIONS STUDY SECTION,PMDA,9/28/2022,"MORIKAWA, HITOSHI",ASSOCIATE PROFESSOR,DEPARTMENT OF NEUROSCIENCE.,WAGGONER CENTER FOR ALCOHOL AND ADDICTION RESEARCH,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78712",,,"MORIKAWA, HITOSHI,  MD,  PHD*",MORIKAWA,HITOSHI,HITOSHI,09/28/22 -,78712
PATHOPHYSIOLOGICAL BASIS OF MENTAL DISORDERS AND ADDICTIONS STUDY SECTION,PMDA,5/31/2023,"MORIKAWA, HITOSHI",ASSOCIATE PROFESSOR,DEPARTMENT OF NEUROSCIENCE.,WAGGONER CENTER FOR ALCOHOL AND ADDICTION RESEARCH,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78712",,,"MORIKAWA, HITOSHI,  MD,  PHD*",MORIKAWA,HITOSHI,HITOSHI,5/31/2023,78712
PATHOPHYSIOLOGICAL BASIS OF MENTAL DISORDERS AND ADDICTIONS STUDY SECTION,PMDA,9/27/2023,"MORIKAWA, HITOSHI",ASSOCIATE PROFESSOR,DEPARTMENT OF NEUROSCIENCE.,WAGGONER CENTER FOR ALCOHOL AND ADDICTION RESEARCH,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN,       TX,       78712",,,"MORIKAWA, HITOSHI, MD, PHD",MORIKAWA,HITOSHI,HITOSHI,9/27/2023,78712
PATHOPHYSIOLOGICAL BASIS OF MENTAL DISORDERS AND ADDICTIONS STUDY SECTION,PMDA,2/7/2024,"MORIKAWA, HITOSHI",ASSOCIATE PROFESSOR,DEPARTMENT OF NEUROSCIENCE.,WAGGONER CENTER FOR ALCOHOL AND ADDICTION RESEARCH,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN,       TX,       78712",,,"MORIKAWA, HITOSHI, MD, PHD",MORIKAWA,HITOSHI,HITOSHI,2/7/2024,78712
PATHOPHYSIOLOGICAL BASIS OF MENTAL DISORDERS AND ADDICTIONS STUDY SECTION,PMDA,5/29/2024,"MORIKAWA, HITOSHI",ASSOCIATE PROFESSOR,DEPARTMENT OF NEUROSCIENCE.,WAGGONER CENTER FOR ALCOHOL AND ADDICTION RESEARCH,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN,       TX,       78712",,,"MORIKAWA, HITOSHI, MD, PHD",MORIKAWA,HITOSHI,HITOSHI,5/29/2024,78712
NEUROBIOLOGY OF MOTIVATED BEHAVIOR STUDY SECTION,NMB,6/20/2024,"NATIVIDAD, LUIS ALBERTO",ASSISTANT PROFESSOR,DEPARTMENT OF PHARMACOLOGY AND TOXICOLOGY,COLLEGE OF PHARMACY,THE UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN,       TX,       78712",,,"NATIVIDAD, LUIS  ALBERTO, PHD",NATIVIDAD,LUIS ALBERTO,LUIS,6/20/2024,78712
MUSCULOSKELETAL REHABILITATION SCIENCES STUDY SECTION,MRS,2/8/2024,"NEPTUNE, RICHARD R",PROFESSOR,WILLIAM AND BETTYE NOWLIN CHAIR IN ENGINEERING,DEPARTMENT OF MECHANICAL ENGINEERING,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN,       TX,       787120292",,,"NEPTUNE, RICHARD  R, PHD",NEPTUNE,RICHARD R,RICHARD,2/8/2024,78712
GENETIC VARIATION AND EVOLUTION STUDY SECTION,GVE,6/9/2021,"OCHMAN, HOWARD",PROFESSOR,DEPARTMENT OF INTEGRATIVE BIOLOGY,UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN, TX, 78712",,,,"OCHMAN, HOWARD, PHD",OCHMAN,HOWARD,HOWARD,06/09/21 - 06/10/21,78712
BIOSTATISTICAL METHODS AND RESEARCH DESIGN STUDY SECTION,BMRD,11/2/2021,"PARAST, LAYLA",SENIOR STATISTICIAN,HEALTH CARE DIVISION,RAND CORPORATION - SANTA MONICA,"SANTA MONICA, CA, 90401",,,,"PARAST, LAYLA, MS, PHD*",PARAST,LAYLA,LAYLA,11/02/21 - 11/03/21,90401
EMERGING IMAGING TECHNOLOGIES IN NEUROSCIENCE STUDY SECTION,EITN,10/21/2021,"PESTILLI, FRANCO",ASSOCIATE PROFESSOR,DEPARTMENT OF PSYCHOLOGY,THE UNIVERSITY OF TEXAS,"AUSTIN, TX, 78712",,,,"PESTILLI, FRANCO, PHD, MA, BA*",PESTILLI,FRANCO,FRANCO,10/21/21 - 10/22/21,78712
EMERGING IMAGING TECHNOLOGIES IN NEUROSCIENCE STUDY SECTION,EITN,2/24/2022,"PESTILLI, FRANCO",ASSOCIATE PROFESSOR,DEPARTMENT OF PSYCHOLOGY,THE UNIVERSITY OF TEXAS,"AUSTIN, TX, 78712",,,,"PESTILLI, FRANCO, PHD, MA, BA*",PESTILLI,FRANCO,FRANCO,02/24/22 - 02/25/22,78712
EMERGING IMAGING TECHNOLOGIES IN NEUROSCIENCE STUDY SECTION,EITN,10/20/2022,"PESTILLI, FRANCO",ASSOCIATE PROFESSOR,DEPARTMENT OF PSYCHOLOGY,THE UNIVERSITY OF TEXAS,"AUSTIN, TX, 78712",,,,"PESTILLI, FRANCO,  PHD*",PESTILLI,FRANCO,FRANCO,10/20/22 -,78712
