Section Name,Section Abbreviation,Date,Zipcode,Name,Position,Ad1,Ad2,Ad3,Ad4,Ad5,Ad6
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - D STUDY SECTION,MRAD,2/27/2024,68588,"KHALIMONCHUK, OLEH",SUSAN J. ROSOWSKI PROFESSOR,DEPARTMENT OF BIOCHEMISTRY,UNIVERSITY OF NEBRASKA-LINCOLN,"LINCOLN,       NE,       68588",,,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - D STUDY SECTION,MRAD,2/27/2024,37240,"MACGURN, JASON  A",ASSOCIATE PROFESSOR,DEPARTMENT OF CELL AND DEVELOPMENTAL BIOLOGY,SCHOOL OF MEDICINE,VANDERBILT UNIVERSITY,"NASHVILLE,       TN,       37240",,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - D STUDY SECTION,MRAD,2/27/2024,92697,"MASRI, SELMA",ASSOCIATE PROFESSOR,DEPARTMENT OF BIOLOGICAL CHEMISTRY,CHAO FAMILY COMPREHENSIVE CANCER CENTER,"UNIVERSITY OF CALIFORNIA, IRVINE","IRVINE,       CA,       92697",,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - D STUDY SECTION,MRAD,2/27/2024,48109,"PARENT, CAROLE  A",RAYMOND AND LYNNE RUDDON COLLIEGIATE PROFESSOR OF CANCER BIOLOGY AND PHARMACOLOGY,PROFESSOR OF CELL AND DEVELOPMENTAL BIOLOGY,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,"RESEARCH PROFESSOR, LIFE SCIENCES INSTITUTE",UNIVERSITY OF MICHIGAN,"ANN ARBOR,       MI,       48109",
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - D STUDY SECTION,MRAD,2/27/2024,24061,"PICKRELL, ALICIA  M",ASSOCIATE PROFESSOR,DEPARTMENT OF NEUROSCIENCE,COLLEGE OF SCIENCE,VIRGINIA POLYTECHNIC INSTITUTE,"BLACKSBURG,       VA,       24061",,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - D STUDY SECTION,MRAD,2/27/2024,27599,"RIBEIRO, CARLA MARIA  P",PROFESSOR,DEPARTMENT OF MEDICINE,DEPARTMENT OF CELL BIOLOGY AND PHYSIOLOGY,UNIVERSITY OF NORTH CAROLINA,"CHAPEL HILL,       NC,       27599",,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - D STUDY SECTION,MRAD,2/27/2024,21205,"SESAKI, HIROMI",PROFESSOR,DEPARTMENT OF CELL BIOLOGY,SCHOOL OF MEDICINE,JOHNS HOPKINS UNIVERSITY,"BALTIMORE,       MD,       21205",,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - D STUDY SECTION,MRAD,2/27/2024,60612,"SHIN, JAE-WON",ASSOCIATE PROFESSOR,UNIVERSITY OF ILLINOIS COLLEGE OF MEDICINE,PHARMACOLOGY AND BIOENGINEERING,"CHICAGO,       IL,       60612",,,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - D STUDY SECTION,MRAD,2/27/2024,19104,"SVITKINA, TATYANA",PROFESSOR,DEPARTMENT OF BIOLOGY,UNIVERSITY OF PENNSYLVANIA,"PHILADELPHIA,       PA,       19104",,,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - D STUDY SECTION,MRAD,2/27/2024,44195,"VACHHARAJANI, VIDULA",PROFESSOR,DEPARTMENT OF MEDICINE,CLEVELAND CLINIC LERNER COLLEGE OF MEDICINE,CASE WESTERN RESERVE UNIVERSITY,"CLEVELAND,       OH,       44195",,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - D STUDY SECTION,MRAD,2/27/2024,14642,"WARD, BRIAN  M",ASSOCIATE PROFESSOR,DEPARTMENT OF MICROBIOLOGY AND IMMUNOLOGY,SCHOOL OF MEDICINE AND DENTISTRY,UNIVERSITY OF ROCHESTER MEDICAL CENTER,"ROCHESTER,       NY,       14642",,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - D STUDY SECTION,MRAD,2/27/2024,20892,"WANI, MAQSOOD  A",SCIENTIFIC REVIEW OFFICER,CENTER FOR SCIENTIFIC REVIEW,NATIONAL INSTITUTES OF HEALTH,"BETHESDA,       MD,       20892",,,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - D STUDY SECTION,MRAD,2/27/2024,20892,"STROHECKER, ANNE  MARIE",CENTER FOR SCIENTIFIC REVIEW,NATIONAL INSTITUTES OF HEALTH,"BETHESDA,       MD,       20892",,,,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - D STUDY SECTION,MRAD,2/27/2024,20892,"BRYANT, TAMIKA  NICHOL",EXTRAMURAL SUPPORT ASSISTANT,CENTER FOR SCIENTIFIC REVIEW,NATIONAL INSTITUTE OF HEALTH,"BETHESDA,       MD,       20892",,,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - D STUDY SECTION,MRAD,10/26/2023,77030,"JAFAR-NEJAD, HAMED",PROFESSOR,DEPARTMENT OF MOLECULAR AND,HUMAN GENETICS,BAYLOR COLLEGE OF MEDICINE,"HOUSTON,       TX,       77030",,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - D STUDY SECTION,MRAD,10/26/2023,6510,"BERRO, JULIEN",ASSOCIATE PROFESSOR,"DEPARTMENT OF MOLECULAR BIOPHYSICS,",BIOCHEMISTRY AND CELL BIOLOGY,YALE UNIVERSITY,"NEW HAVEN,       CT,       06510",,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - D STUDY SECTION,MRAD,10/26/2023,15260,"BRODSKY, JEFFREY  L",AVINOFF PROFESSOR,DEPARTMENT OF BIOLOGICAL SCIENCES,"DIRECTOR, CENTER",FOR PROTEIN CONFORMATIONAL DISEASES,UNIVERSITY OF PITTSBURGH,"PITTSBURGH,       PA,       15260",
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - D STUDY SECTION,MRAD,10/26/2023,80045,"CAINO, MARIA  CECILIA",ASSOCIATE PROFESSOR,DEPARTMENT OF PHARMACOLOGY,ANSCHUTZ MEDICAL CAMPUS,UNIVERSITY OF COLORADO,"AURORA,       CO,       80045",,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - D STUDY SECTION,MRAD,10/26/2023,8854,"CAO, RUIFENG (RAY)",ASSOCIATE PROFESSOR,DEPARTMENT OF NEUROSCIENCE AND,CELL BIOLOGY,ROBERT WOOD JOHNSON MEDICAL SCHOOL,RUTGERS UNIVERSITY,"PISCATAWAY,       NJ,       08854",
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - D STUDY SECTION,MRAD,10/26/2023,57069,"CHANDRASEKAR, INDRA",ASSOCIATE SCIENTIST,ENABLING TECHNOLOGIES GROUP,SANFORD RESEARCH,"SIOUX FALLS,       SD,       57069",,,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - D STUDY SECTION,MRAD,10/26/2023,40536,"GALPERIN, EMILIA",PROFESSOR,DEPARTMENT OF MOLECULAR,AND CELLULAR BIOCHEMISTRY,UNIVERSITY OF KENTUCKY,"LEXINGTON,       KY,       40536",,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - D STUDY SECTION,MRAD,10/26/2023,53792,"GIBSON, ANGELA  L F",ASSOCIATE PROFESSOR,DEPARTMENT OF SURGERY,"MEDICAL DIRECTOR, WOUND HEALTH SERVICES",UNIVERSITY OF WISCONSIN - MADISON,"MADISON,       WI,       53792",,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - D STUDY SECTION,MRAD,10/26/2023,94305,"GROSS, ERIC  R",ASSOCIATE PROFESSOR,DEPARTMENT OF ANESTHESIA,STANFORD UNIVERSITY,"STANFORD,       CA,       94305",,,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - D STUDY SECTION,MRAD,10/26/2023,68588,"KHALIMONCHUK, OLEH",SUSAN J. ROSOWSKI PROFESSOR,DEPARTMENT OF BIOCHEMISTRY,UNIVERSITY OF NEBRASKA-LINCOLN,"LINCOLN,       NE,       68588",,,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - D STUDY SECTION,MRAD,10/26/2023,48109,"PARENT, CAROLE  A",RAYMOND AND LYNNE RUDDON COLLIEGIATE PROFESSOR OF CANCER BIOLOGY AND PHARMACOLOGY,PROFESSOR OF CELL AND DEVELOPMENTAL BIOLOGY,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,"RESEARCH PROFESSOR, LIFE SCIENCES INSTITUTE",UNIVERSITY OF MICHIGAN,"ANN ARBOR,       MI,       48109",
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - D STUDY SECTION,MRAD,10/26/2023,27599,"RIBEIRO, CARLA MARIA  P",PROFESSOR,DEPARTMENT OF MEDICINE,DEPARTMENT OF CELL BIOLOGY AND PHYSIOLOGY,UNIVERSITY OF NORTH CAROLINA,"CHAPEL HILL,       NC,       27599",,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - D STUDY SECTION,MRAD,10/26/2023,21205,"SESAKI, HIROMI",PROFESSOR,DEPARTMENT OF CELL BIOLOGY,SCHOOL OF MEDICINE,JOHNS HOPKINS UNIVERSITY,"BALTIMORE,       MD,       21205",,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - D STUDY SECTION,MRAD,10/26/2023,95616,"SIVASANKAR, SANJEEVI",PROFESSOR,DEPARTMENT OF BIOMEDICAL ENGINEERING,"UNIVERSITY OF CALIFORNIA, DAVIS","DAVIS,       CA,       95616",,,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - D STUDY SECTION,MRAD,10/26/2023,20742,"UPADHYAYA, ARPITA",PROFESSOR,INSTITUTE FOR PHYSICAL SCIENCE & TECHNOLOGY,DEPARTMENT OF PHYSICS,UNIVERSITY OF MARYLAND,"COLLEGE PARK,       MD,       20742",,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - D STUDY SECTION,MRAD,10/26/2023,44195,"VACHHARAJANI, VIDULA",PROFESSOR,DEPARTMENT OF MEDICINE,CLEVELAND CLINIC LERNER COLLEGE OF MEDICINE,CASE WESTERN RESERVE UNIVERSITY,"CLEVELAND,       OH,       44195",,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - D STUDY SECTION,MRAD,10/26/2023,90007,"WANG, YINGXIAO",DEPARTMENT CHAIR,DWIGHT C. AND HILDAGARDE E. BAUM PROFESSOR,DEPARTMENT OF BIOMEDICAL ENGINEERING,UNIVERSITY OF SOUTHERN CALIFORNIA,"LOS ANGELES,       CA,       90007",,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - D STUDY SECTION,MRAD,10/26/2023,14642,"WARD, BRIAN  M",ASSOCIATE PROFESSOR,DEPARTMENT OF MICROBIOLOGY AND IMMUNOLOGY,SCHOOL OF MEDICINE AND DENTISTRY,UNIVERSITY OF ROCHESTER MEDICAL CENTER,"ROCHESTER,       NY,       14642",,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - D STUDY SECTION,MRAD,10/26/2023,20892,"MACARTHUR, LINDA",SCIENTIFIC REVIEW OFFICER,CENTER FOR SCIENTIFIC REVIEW,NATIONAL INSTITUTES OF HEALTH,"BETHESDA,       MD,       20892",,,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - D STUDY SECTION,MRAD,10/26/2023,20892,"OWENS, SEAN  M",EXTRAMURAL SUPPORT ASSISTANT,CENTER FOR SCIENTIFIC REVIEW,NATIONAL INSTITUTES OF HEALTH,"BETHESDA,       MD,       20892",,,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - E STUDY SECTION,MRAE,6/20/2024,27599,"AUBE, JEFFREY",PROFESSOR,DIVISION OF CHEMICAL BIOLOGY,AND MEDICINAL CHEMISTRY,UNIVERSITY OF NORTH CAROLINA - CHAPEL HILL,"CHAPEL HILL,       NC,       27599",,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - E STUDY SECTION,MRAE,6/20/2024,2155,"BENNETT, CLAY  SAMUEL",PROFESSOR,DEPARTMENT OF CHEMISTRY,TUFTS UNIVERSITY,"MEDFORD,       MA,       02155",,,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - E STUDY SECTION,MRAE,6/20/2024,53706,"BUTCHER, SAMUEL  E",PROFESSOR,DEPARTMENT OF BIOCHEMISTRY,UNIVERSITY OF WISCONSIN,"MADISON,       WI,       53706",,,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - E STUDY SECTION,MRAE,6/20/2024,2115,"CHAKRABORTY, SRIRUPA",ASSISTANT PROFESSOR,COLLEGE OF ENGINEERING,NORTHEASTERN UNIVERSITY,"BOSTON,       MA,       02115",,,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - E STUDY SECTION,MRAE,6/20/2024,77030,"CORDERO-MORALES, JULIO  F",ASSOCIATE PROFESSOR,DEPARTMENT OF BIOCHEMISTRY AND MOLECULAR BIOLOGY,UNIVERITY OF TEXAS HEALTH SCIENCES CENTER HOUSTON,"HOUSTON,       TX,       77030",,,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - E STUDY SECTION,MRAE,6/20/2024,14853,"CRANE, BRIAN  R",PROFESSOR,DEPARTMENT OF CHEMISTRY AND CHEMICAL BIOLOGY,CORNELL UNIVERSITY,"ITHACA,       NY,       14853",,,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - E STUDY SECTION,MRAE,6/20/2024,79430,"CUELLO, LUIS  GONZALO",PROFESSOR,DEPARTMENT OF CELL PHYSIOLOGY,AND MOLECULAR BIOPHYSICS,TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER,"LUBBOCK,       TX,       79430",,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - E STUDY SECTION,MRAE,6/20/2024,60637,"DICKINSON, BRYAN",PROFESSOR,DEPARTMENT OF CHEMISTRY,UNIVERSITY OF CHICAGO,"CHICAGO,       IL,       60637",,,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - E STUDY SECTION,MRAE,6/20/2024,32611,"EDDY, MATTHEW  THOMAS",ASSISTANT PROFESSOR,DEPARTMENT OF CHEMISTRY,UNIVERSITY OF FLORIDA,"GAINESVILLE,       FL,       32611",,,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - E STUDY SECTION,MRAE,6/20/2024,21218,"EKIERT, DAMIAN  CHARLES",ASSOCIATE PROFESSOR,DEPARTMENT OF BIOLOGY,JOHNS HOPKINS UNIVERSITY,"BALTIMORE,       MD,       21218",,,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - E STUDY SECTION,MRAE,6/20/2024,76798,"GALLAGHER, ELYSSIA  S",ASSOCIATE PROFESSOR,DEPARTMENT OF CHEMISTRY & BIOCHEMISTRY,BAYLOR UNIVERSITY,"WACO,       TX,       76798",,,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - E STUDY SECTION,MRAE,6/20/2024,46202,"GEORGIADIS, MILLIE  M",PROFESSOR,DEPARTMENT OF BIOCHEMISTRY AND,MOLECULAR BIOLOGY,INDIANA UNIVERSITY SCHOOL OF MEDICINE,"INDIANAPOLIS,       IN,       46202",,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - E STUDY SECTION,MRAE,6/20/2024,27402,"HEMATIAN, SHABNAM",ASSISTANT PROFESSOR,DEPARTMENT OF CHEMISTRY,AND BIOCHEMISTRY,THE UNIVERSITY OF NORTH CAROLINA,AT GREENSBORO,"GREENSBORO,       NC,       27402",
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - E STUDY SECTION,MRAE,6/20/2024,78229,"LI, HONG-YU",PROFESSOR,DEPARTMENT OF PHARMACOLOGY,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER SAN,ANTONIO,"SAN ANTONIO,       TX,       78229",,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - E STUDY SECTION,MRAE,6/20/2024,43614,"LIU, SHI-HE",ASSISTANT PROFESSOR,DEPARTMENT OF CELL AND CANCER BIOLOGY,THE UNIVERSITY OF TOLEDO COLLEGE OF MEDICINE AND,LIFE SCIENCES,"TOLEDO,       OH,       43614",,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - E STUDY SECTION,MRAE,6/20/2024,19104,"MARMORSTEIN, RONEN",PROFESSOR,DEPARTMENT OF BIOCHEMISTRY AND BIOPHYSICS,PERELMAN SCHOOL OF MEDICINE,UNIVERSITY OF PENNSYLVANIA,"PHILADELPHIA,       PA,       19104",,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - E STUDY SECTION,MRAE,6/20/2024,1609,"MUSACCHIO, PATRICIA  ZHANG",ASSISTANT PROFESSOR,DEPARTMENT OF CHEMISTRY AND BIOCHEMISTRY,WORCESTER POLYTECHNIC INSTITUTE,"WORCESTER,       MA,       01609",,,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - E STUDY SECTION,MRAE,6/20/2024,91125,"NELSON, HOSEA  MARTIN",PROFESSOR,DEPARTMENT OF CHEMISTRY,CALIFORNIA INSTITUTE OF TECHNOLOGY,"PASADENA,       CA,       91125",,,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - E STUDY SECTION,MRAE,6/20/2024,59717,"NEUFELDT, SHARON",ASSOCIATE PROFESSOR,DEPARTMENT OF CHEMISTRY AND BIOCHEMISTRY,MONTANA STATE UNIVERSITY,"BOZEMAN,       MT,       59717",,,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - E STUDY SECTION,MRAE,6/20/2024,94720,"PANDE, KANUPRIYA",BIOINFORMATICIST RESEARCH SCIENTIST,DEPARTMENT OF MOLECULAR BIOPHYSICS,AND INTEGRATED BIOIMAGING,BERKELEY LAB,U.S. DEPARTMENT OF ENERGY,"BERKELEY,       CA,       94720",
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - E STUDY SECTION,MRAE,6/20/2024,46556,"SERRANO, ARNALDO  L",ASSISTANT PROFESSOR,DEPARTMENT OF CHEMISTRY AND BIOCHEMISTRY,UNIVERSITY OF NOTRE DAME,"NOTRE DAME,       IN,       46556",,,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - E STUDY SECTION,MRAE,6/20/2024,78712,"STACHOWIAK, JEANNE  CASSTEVENS",PROFESSOR,DEPARTMENT OF CHEMICAL ENGINEERING,DEPARTMENT OF BIOMEDICAL ENGINEERING,THE UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN,       TX,       78712",,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - E STUDY SECTION,MRAE,6/20/2024,2114,"USTA, OSMAN  BERK",ASSOCIATE PROFESSOR,DEPARTMENT OF BIOENGINEERING AND SURGERY,MASSACHUSETTS GENERAL HOSPITAL,HARVARD MEDICAL SCHOOL,"BOSTON,       MA,       02114",,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - E STUDY SECTION,MRAE,6/20/2024,33620,"VARMA, SAMEER",PROFESSOR,DEPARTMENT OF MOLECULAR BIOSCIENCES,UNIVERSITY OF SOUTH FLORIDA,"TAMPA,       FL,       33620",,,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - E STUDY SECTION,MRAE,6/20/2024,37235,"WALKER, ALLISON  SARA",ASSISTANT PROFESSOR,"DEPARTMENT OF PATHOLOGY, MICROBIOLOGY AND",IMMUNOLOGY,VANDERBILT UNIVERSITY,"NASHVILLE,       TN,       37235",,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - E STUDY SECTION,MRAE,6/20/2024,17033,"WANG, CHE-YEN",ASSISTANT PROFESSOR,DEPARTMENT OF MICROBIOLOGY AND IMMUNOLOGY,COLLEGE OF MEDICINE,PENNSYLVANIA STATE UNIVERSITY,"HERSHEY,       PA,       17033",,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - E STUDY SECTION,MRAE,6/20/2024,8004,"WEISER, BRIAN  PATRICK",ASSISTANT PROFESSOR,SCHOOL OF OSTEOPATHIC MEDICINE,ROWAN UNIVERSITY,"STRATFORD,       NJ,       08004",,,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - E STUDY SECTION,MRAE,6/20/2024,94720,"ZHANG, WENJUN",PROFESSOR,DEPARTMENT OF CHEMICAL,AND BIOMOLECULAR ENGINEERING,COLLEGE OF CHEMISTRY,UNIVERSITY OF CALIFORNIA AT BERKELEY,"BERKELEY,       CA,       94720",
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - E STUDY SECTION,MRAE,6/20/2024,92521,"ZHAO, LINLIN",ASSOCIATE PROFESSOR,DEPARTMENT OF CHEMISTRY,UNIVERSITY OF CALIFORNIA-RIVERSIDE,"RIVERSIDE,       CA,       92521",,,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - E STUDY SECTION,MRAE,6/20/2024,20892,"KUMARI, VANDANA",SCIENTIFIC REVIEW OFFICER,CENTER FOR SCIENTIFIC REVIEW,NATIONAL INSTITUTES OF HEALTH,6701 ROCKLEDGE DRIVE,"BETHESDA,       MD,       20892",,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - E STUDY SECTION,MRAE,6/20/2024,20892,"SCHROYER, CAR",EXTRAMURAL SUPPORT ASSISTANT,CENTER FOR SCIENTIFIC REVIEW,NATIONAL INSTITUTES OF HEALTH,"BETHESDA,       MD,       20892",,,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - E STUDY SECTION,MRAE,3/5/2024,27599,"AUBE, JEFFREY",PROFESSOR,DIVISION OF CHEMICAL BIOLOGY,AND MEDICINAL CHEMISTRY,UNIVERSITY OF NORTH CAROLINA - CHAPEL HILL,"CHAPEL HILL,       NC,       27599",,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - E STUDY SECTION,MRAE,3/5/2024,8854,"BAUM, JEAN  S",PROFESSOR,DEPARTMENT OF CHEMISTRY AND CHEMICAL BIOLOGY,"RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY","PISCATAWAY,       NJ,       08854",,,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - E STUDY SECTION,MRAE,3/5/2024,55108,"BAZURTO, JANNELL  V",ASSISTANT PROFESSOR,DEPARTMENT OF PLANT AND MICROBIAL BIOLOGY,UNIVERSITY OF MINNESOTA,"ST PAUL,       MN,       55108",,,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - E STUDY SECTION,MRAE,3/5/2024,48109,"BITEEN, JULIE",PROFESSOR,DEPARTMENT OF CHEMISTRY,UNIVERSITY OF MICHIGAN,"ANN ARBOR,       MI,       48109",,,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - E STUDY SECTION,MRAE,3/5/2024,10003,"BUCCELLA, DANIELA",PROFESSOR,DEPARTMENT OF CHEMISTRY,NEW YORK UNIVERSITY,"NEW YORK,       NY,       10003",,,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - E STUDY SECTION,MRAE,3/5/2024,53706,"BUTCHER, SAMUEL  E",PROFESSOR,DEPARTMENT OF BIOCHEMISTRY,UNIVERSITY OF WISCONSIN,"MADISON,       WI,       53706",,,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - E STUDY SECTION,MRAE,3/5/2024,3824,"CHU, FEIXIA",PROFESSOR,"MOLECULAR, CELLULAR, AND BIOMEDICAL SCIENCES",COLLEGE OF LIFE SCIENCES AND AGRICULTURE,UNIVERSITY OF NEW HAMPSHIRE,"DURHAM,       NH,       03824",,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - E STUDY SECTION,MRAE,3/5/2024,77030,"CORDERO-MORALES, JULIO  F",ASSOCIATE PROFESSOR,DEPARTMENT OF BIOCHEMISTRY AND MOLECULAR BIOLOGY,UNIVERITY OF TEXAS HEALTH SCIENCES CENTER HOUSTON,"HOUSTON,       TX,       77030",,,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - E STUDY SECTION,MRAE,3/5/2024,63104,"DASTVAN, REZA",ASSOCIATE PROFESSOR,DEPARTMENT OF BIOCHEMISTRY AND MOLECULAR BIOLOGY,ST LOUIS UNIVERSITY,"ST. LOUIS,       MO,       63104",,,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - E STUDY SECTION,MRAE,3/5/2024,63110,"GALBURT, ERIC  A",PROFESSOR,DEPARTMENT OF BIOCHEMISTRY,AND MOLECULAR BIOPHYSICS,SCHOOL OF MEDICINE,WASHINGTON UNIVERSITY,"ST LOUIS,       MO,       63110",
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - E STUDY SECTION,MRAE,3/5/2024,30332,"GARG, NEHA",ASSOCIATE PROFESSOR,DEPARTMENT OF CHEMISTRY AND BIOCHEMISTRY,COLLEGE OF SCIENCES,THE GEORGIA INSTITUTE OF TECHNOLOGY,"ATLANTA,       GA,       30332",,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - E STUDY SECTION,MRAE,3/5/2024,19104,"MARMORSTEIN, RONEN",PROFESSOR,DEPARTMENT OF BIOCHEMISTRY AND BIOPHYSICS,PERELMAN SCHOOL OF MEDICINE,UNIVERSITY OF PENNSYLVANIA,"PHILADELPHIA,       PA,       19104",,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - E STUDY SECTION,MRAE,3/5/2024,85287,"MILLS, JEREMY",ASSOCIATE PROFESSOR,SCHOOL OF MOLECULAR SCIENCES,ARIZONA STATE UNIVERSITY,"TEMPE,       AZ,       85287",,,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - E STUDY SECTION,MRAE,3/5/2024,14853,"MILNER, PHILLIP  JOHN",ASSISTANT PROFESSOR,DEPARTMENT OF CHEMISTRY AND CHEMICAL BIOLOGY,CORNELL UNIVERSITY,"ITHACA,       NY,       14853",,,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - E STUDY SECTION,MRAE,3/5/2024,91125,"NELSON, HOSEA  MARTIN",PROFESSOR,DEPARTMENT OF CHEMISTRY,CALIFORNIA INSTITUTE OF TECHNOLOGY,"PASADENA,       CA,       91125",,,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - E STUDY SECTION,MRAE,3/5/2024,61801,"SHUKLA, DIWAKAR",ASSOCIATE PROFESSOR,DEPARTMENT OF CHEMICAL AND,BIOMOLECULAR ENGINEERING,UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN,"URBANA,       IL,       61801",,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - E STUDY SECTION,MRAE,3/5/2024,78712,"STACHOWIAK, JEANNE  CASSTEVENS",PROFESSOR,DEPARTMENT OF CHEMICAL ENGINEERING,DEPARTMENT OF BIOMEDICAL ENGINEERING,THE UNIVERSITY OF TEXAS AT AUSTIN,"AUSTIN,       TX,       78712",,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - E STUDY SECTION,MRAE,3/5/2024,10461,"STENGEL, KRISTY",ASSISTANT PROFESSOR,DEPARTMENT OF CELL BIOLOGY,ALBERT EINSTEIN COLLEGE OF MEDICINE,"NEW YORK,       NY,       10461",,,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - E STUDY SECTION,MRAE,3/5/2024,2139,"SUESS, DANIEL  LEIF MIGDOW",ASSOCIATE PROFESSOR,DEPARTMENT OF CHEMISTRY,MASSUCHUSETTS INSTITUTE OF TECHNOLOGY,"CAMBRIDGE,       MA,       02139",,,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - E STUDY SECTION,MRAE,3/5/2024,33620,"VARMA, SAMEER",PROFESSOR,DEPARTMENT OF MOLECULAR BIOSCIENCES,UNIVERSITY OF SOUTH FLORIDA,"TAMPA,       FL,       33620",,,
MAXIMIZING INVESTIGATORS' RESEARCH AWARD - E STUDY SECTION,MRAE,3/5/2024,19716,"WATSON, MARY  P",PROFESSOR,DEPARTMENT OF CHEMISTRY AND BIOCHEMISTRY,UNIVERSITY OF DELAWARE,"NEWARK,       DE,       19716",,,
